Client_ID,UX_Score,Usability,Performance_Satisfaction,Support_Satisfaction,Feature_Richness,Recommendation_Intention,Time_on_Platform,Adoption_Depth
1,3.1009655531135136,4.349828426230306,3.9513414150715302,4.576965787248929,5.320588989738142,3.8112376371999916,1.9315533205428237,4.535450330871323
2,6.619292160110564,5.837292531007564,5.8083136067097305,5.929269020266145,6.695915098187875,7.3442854520929215,6.736317533230646,6.766571318668108
3,3.5664080651470447,4.974115322695088,4.530479289086501,5.888457387961065,7.601965372277347,7.697405871747395,5.71130913427033,6.826664701154516
4,0.06294434104509852,3.6036334889641775,2.4888402085130243,2.2505907110824337,3.0625032883355168,2.135545426839019,3.2260925162648886,3.7768759797123765
5,2.5543593849216455,4.223761796348763,4.281884297089695,5.4494989246218,3.299821921574837,3.7315381026519527,5.994878596099419,3.5897288182503004
6,7.586983220030415,8.783390103141018,8.262751555918504,8.182954650941728,9.134675060862573,7.88015822774687,5.287393429299469,6.401132952312456
7,1.1855968053165804,1.0541532026735232,1.86399968205968,3.249410429909112,2.288623450732579,0.6811851621196015,1.1546432318751652,1.8122615648486744
8,3.3405033103098885,5.276084912605459,6.519830979873053,3.258979128853274,6.100190573476927,1.7021636931686528,3.3440774406012483,3.8009569580715397
9,8.266671255753232,7.319277336025499,7.60473911904557,7.66938853937956,6.888402367733969,6.589138193792038,4.830682469755889,7.367216379711481
10,3.032353964023422,3.827887626071284,5.268329155115134,3.757847563816539,3.4285751516323475,3.9073143330448006,4.29903669058199,3.0403145306061345
11,3.525801597567903,5.316799749627067,4.420907051126171,4.3185876773151985,5.983593912991743,3.882769635711833,5.140874340172372,3.1958041747612014
12,4.268601513579518,5.688260546946288,6.8907343141463056,6.701969892511215,4.378507353375466,4.000066720640397,4.240612230018285,4.79410475079993
13,7.2820142270429455,6.379426362944704,5.960628837629351,8.2261211606734,6.4634752967803335,6.9623754751073,7.516217667964761,8.26102823087784
14,4.342183485404913,4.872163585228842,3.903898977352977,2.84387821356274,3.138405423948715,3.551159166589421,3.695227284334854,4.41376484034485
15,4.62582746203527,5.839461758325836,5.853873089340562,4.9795226222446125,2.613598924715233,3.3794771046902294,4.557093422371541,5.572988834738311
16,2.928545474562787,4.4428992927398525,4.671218761846265,3.971029827401491,4.2400806314396835,3.730724369933446,5.0562804355759745,3.1969903209602437
17,10.0,8.110500411908086,10.0,8.26152731623108,6.907384939954232,8.371926761971324,8.84309016088361,7.369295803347537
18,7.099270669977841,7.688705270883318,9.402710067684545,9.869610239906084,8.841212491769095,10.0,8.812329728320044,8.299654466639378
19,6.40649615078818,6.610773663279518,8.110160504637006,6.1408851091458185,5.158852200841966,8.04745748118035,7.845800366519233,8.743897408300626
20,4.9851995451096585,6.382182553863789,6.785682104264115,5.362515377449986,5.341097989326727,6.858284991082998,5.28169619979484,6.330237636125089
21,4.724307556034016,5.47586097466117,7.405085520265349,6.386288658975591,8.98239367563694,6.892521397928052,7.0402130780672465,5.136443797838574
22,7.051799309079715,6.0586588661286935,9.44851438241145,8.614511789729308,8.214070602843718,6.910773884153334,6.396770869806867,7.2587371514571695
23,2.2620421111490634,3.495447676693667,5.077959326012275,4.22053805132204,4.539526201305709,4.549504094956985,5.01353670444617,3.8791451145673572
24,6.687014163936979,5.576760670013952,8.432115154923652,6.821167756025874,5.965676297998579,6.810055471240554,7.564812665137271,6.293790462042551
25,2.982943275176365,3.882495246497365,3.5716479430231014,2.7747545954866726,3.8189186829890422,2.901640875764886,2.310344173393353,3.7867066513206735
26,5.184832340252515,3.8742929146838474,3.9232367262218615,2.8321715135135346,4.953600052730544,5.515236736834858,1.4770444188854022,3.9566203551266295
27,6.494205570093461,4.8402591760241815,6.290891282055383,5.8110738014346826,5.602802124211904,6.795878480550846,6.321180790893942,6.153912700847295
28,1.579293605449247,2.815592608421433,4.052539679567006,2.0740735498250187,3.91518637615253,2.8520873429414095,1.1788357496170463,4.163312383127619
29,3.976172458522487,4.805785787794098,2.785745334615291,4.743629686875558,6.702538302132551,3.2092323322157363,4.914035851739057,3.1706504713287136
30,3.3508830804061,4.374239120321338,2.815716911515626,5.859230620327944,4.274976249601555,4.132889892710371,4.9672411025735945,2.8192515946388266
31,4.31420589966368,4.684695107130677,4.133134526893011,3.9852410798202547,5.264521268187565,3.5060768428640445,4.57180837501724,3.8801571095733998
32,1.5554616223092912,2.9324761754926536,0.845516013082068,0.20259604415169702,0.0,1.3139062302710147,0.0,0.0
33,3.2037239375037134,2.1656052791747964,0.0,0.0,2.0322914261714766,1.7451751806229003,2.2618792385066695,1.672836818062502
34,3.0752172071490143,4.12666930260616,5.734355660901018,4.630025903709,5.794084086218688,1.2649393713526658,3.9730376826157303,4.501773417857947
35,5.590519961260766,6.417502631836875,7.630116640442256,4.962207097911601,6.498453977805802,6.319895550347364,3.796866310121551,7.568236834859034
36,1.5478357462612649,4.673422463516946,7.321413444831063,3.8709591442395626,4.7065406347852266,4.522181046357761,4.79496687691738,5.722281918079624
37,4.04300167989749,5.324179898464077,6.644152306709067,6.265330510546383,5.172142609232538,5.660937187050404,5.497565935875541,4.0710111169395224
38,4.719774967413625,6.6785958972634365,7.697303883425965,3.9984984296783024,6.717734178928602,7.087979238877402,5.678717227207945,6.012738258047073
39,2.7790873849548032,5.183478495324334,6.478776743062103,3.789181443880355,3.505584224002591,3.1576394510378143,4.426128846384849,4.193879582816518
40,5.543143105579313,4.122425861701981,5.394731753124277,6.4676886637118125,6.318899131118652,6.768654106767016,5.15212288879376,5.744525663655854
41,3.4860079981997805,3.556060151622797,2.7014419655631405,5.454304714852886,3.4244516912166696,0.0,4.319736444827754,5.152097308785816
42,1.7157281716872066,2.294827786567897,2.558537965473115,1.2943801868367586,4.090789301140115,1.2095719631567656,4.425047470189737,1.79219207681752
43,4.204086069303383,5.505896083544773,4.06218820425903,3.8177383411003376,4.284574259726781,3.113396079517012,4.070406130475247,4.640349674518164
44,5.4615887332778215,5.67368215801523,6.180493569522836,8.029138761672312,7.823104116985839,4.656070365586803,3.667494966687193,5.556229280056694
45,5.42197337938661,3.895745503640774,4.984606098252185,5.666831396856996,6.270572053995032,6.804323687257728,5.016824376534029,5.8387116953589056
46,1.0802468658701752,5.251937085172326,6.108026020884331,4.321541475204126,5.010898482800038,6.0330859600978854,2.9330514303960937,3.989981662619304
47,8.347843069826057,8.578684651701654,9.861222874428696,8.305403605254892,10.0,8.427995871927955,9.439760641125574,7.778563265473597
48,5.209080732401162,5.9459689474965245,6.164053061179551,4.766755113314757,5.121120016807179,7.188756085272539,6.921840468220343,4.978739254711115
49,5.903497812459856,5.612826478982546,7.411961393806435,6.2747084839111,6.675619252773347,6.942862945897302,7.193428657264576,6.000363787258028
50,8.146024051460275,10.0,8.93722199619064,10.0,8.945945383054015,8.565268930325464,8.869700635546792,10.0
51,3.244552865691656,3.0313883734743,4.266975368320988,3.9603666095186223,3.8768236588220972,2.0011574987955454,1.9827353553000202,4.282986176353127
52,2.2460954609060018,3.523728565460367,3.9635922713805627,2.1557544007722598,2.500857785039256,2.354016678699356,4.809226908415688,3.2937452738152646
53,9.968219213461976,6.838838694155594,8.025630088149288,8.241983423691524,7.406069510944507,8.726513826559952,8.52075308898147,7.888617170105659
54,4.058129201587364,3.172423994817163,5.23727566640808,3.385935938654043,4.8389669968362785,4.434565490698442,3.8093721925692487,2.2886526835315273
55,4.682326112920378,4.083653223099012,6.892736546779857,6.029077453415621,4.633393432607954,5.422342276412255,5.092171493789618,4.944472051840516
56,6.2025199359953085,6.348443491542453,8.61984459764127,6.7298114148243755,8.469133260787189,4.610744396864121,6.7106557498160955,6.854381180497212
57,6.035252058372226,5.564217474257691,5.9217893371897565,7.0050839303685395,7.509754925862121,7.012855072219884,6.784019130136338,7.561304375375061
58,6.573425040139449,9.624558879285907,7.764251923805303,7.857629908877962,7.795189863999613,8.85357280934825,7.059585169810658,8.058043438450524
59,7.038019860504746,5.557797465126456,6.142604927288842,5.24095593103771,7.701417879390126,6.964776165394515,8.94630895739532,7.770697170918829
60,6.734329698617547,5.659961148065856,6.984861667087621,6.949421059451895,9.016095544467287,7.035836251075061,6.754862711479003,6.991422191026675
61,3.9814174259097515,3.7048427102081485,4.744746015336053,2.489213436646903,5.58002423236598,1.5673049140532656,4.1929947002114325,4.17397528285648
62,6.6046861261215115,6.955107594961795,6.659517466448933,7.252453207448923,7.269592697921699,5.075256832896807,5.666449560305686,4.896266786904211
63,4.864334188528689,5.248791600894868,8.038900081139253,4.920069102302225,4.9449741846045345,5.274051041272255,5.746972969450742,5.139976605857358
64,0.8689748660680869,3.9220065912702595,3.0146901545957068,2.2961989345316187,5.440402039685256,2.388062525603277,0.15728852770915158,4.491452645504661
65,6.278230671327336,6.290415837412672,6.654412902013851,7.462648037340157,8.760898831030392,8.008688283738548,5.954513260331339,8.039626828436292
66,7.756467585330091,6.397410948948812,7.40672511063198,7.090094942455631,6.801220750950668,5.14701052550651,6.122334635932712,6.789249901166733
67,5.697290332456272,6.885654659535226,5.765252029495055,5.027470657047045,5.363291698593566,4.778810522683065,3.464640264078802,5.2122328888786225
68,4.6544255515916495,3.9464974798725363,5.73845107522002,6.523758193511034,5.304716051484539,4.113787954247729,7.0769674938081275,5.377937317834323
69,1.800404956316274,3.8649280542240887,3.953722779492463,4.9396601847291155,3.0181741856830997,3.584898584233183,1.033360109386192,2.326487010817299
70,4.977433014727141,5.666061665763394,6.106713728876506,7.316071416087472,5.6520053366552165,7.092648382047288,5.525775374379936,3.81324739677313
71,4.047884289010738,3.7477160925511472,4.0781189148544845,5.65505726364211,7.163298284339072,7.915827870741454,7.388753576372611,5.407749605094518
72,2.64411607560155,3.4454947041376394,3.467059944067526,2.165982491507437,2.9769538373195115,1.8061161585848988,3.967739706315551,4.352028269337056
73,6.3157343231607035,7.90953986771242,6.767000941921335,8.368500090774996,7.1472258216307685,7.094340713826314,6.407531036582311,6.943687371324929
74,2.4073871624922885,3.743083206269989,3.437755571820547,2.8774583801678992,4.369033325847521,1.863472261809736,2.4088115362215126,4.421052102053736
75,2.1347882382994263,1.0127428550361142,1.7077285211417437,1.6766895920396196,2.9197172581746944,1.261944671763965,2.0388630811985946,2.2112027680230333
76,4.825228781314877,7.321712244956373,7.613652315383397,7.527914060332983,6.180615776617393,7.423132954614131,5.674389339603149,6.695827427722374
77,3.0165350987669237,4.160586414702575,5.5217630177086345,2.739055091706912,4.152127941681844,4.474233164553587,4.0247830497851345,5.782270755576993
78,2.922744012977176,5.343632866001766,4.163807336053036,6.686166107751374,6.628456799827234,4.8137852668985905,5.361208950614786,6.008776402676059
79,1.8826181038169507,4.341270890204584,4.922867275275125,4.699254156890394,3.5038134119349262,5.329522040653831,3.102772530191275,3.712014095469591
80,2.0881154222967826,1.8404496785991915,3.6002153452842665,2.8682560357545155,4.477232426260504,3.0871182633436223,2.259949273384435,1.5525277242911724
81,4.98679162693367,7.722910065740949,8.010127939105988,8.166621082678398,7.12316949581184,6.998743150727704,6.568046401622702,6.0783378019341905
82,4.312681262200796,3.2570102681440174,2.9748381619312445,4.601097975549903,5.829843611763945,3.9027149826111223,2.6319460462068385,3.8742678515518367
83,7.1485520928023245,6.340259953655641,8.626970273886142,8.000036927855573,7.748948203105255,9.041242076060872,8.855807918448482,7.228353714671057
84,6.065835101678827,5.514902474288322,6.902712941998241,6.134443603146935,5.8658457917714015,7.228352198311877,7.6647649439155,7.942583274902313
85,4.4662350501642125,4.4120176329273875,6.035682202146717,3.8190236066643846,6.149816397917438,4.044237129479412,3.9578027064344594,2.935436128143914
86,2.346846528858608,3.735202087229,5.667927545411615,3.6554212784602234,4.264387064536242,1.11581744314946,2.7377741835473532,3.3694923164256907
87,4.5449443208137925,3.4147129867640214,6.024409511009584,4.317962830999604,6.1075192624817545,2.4252956823285277,3.417252180128852,2.9115044409687445
88,2.3976844448487022,4.149282922462656,3.732874055228063,4.3057565098598864,4.922462456963906,3.117210641676109,3.399275896344301,3.3572450298893886
89,8.782836109596566,8.408998956252287,8.843302065898916,8.793089987136003,8.523213905165395,6.717079281421504,7.2929245790098385,8.616004114652311
90,4.696612251276861,4.771088611334032,6.453850347765674,4.485938336837312,5.622167646835992,5.207991357438023,4.997390889004826,4.924888627791385
91,6.882913200997435,7.6655065462048375,6.203598961511898,5.330737277780482,7.440456074734646,6.603338419996132,7.008287321629954,7.344430631775931
92,2.8251944277123138,4.4607772385101905,2.0240444359263012,2.9086236990789978,4.200463053508855,4.008580623254978,3.4203741177994407,2.961598381145202
93,5.216335636774288,5.353295076592122,5.334261964759798,5.404497145155085,5.248430484621319,3.8871298106740393,2.109816209104407,5.173516343719823
94,5.543224001009134,6.67084071477815,8.670600492393781,6.971649234327474,8.231435852375638,4.940009911602673,7.2060893684557,6.446329987492004
95,4.556460801599659,3.045533664106726,4.663139666247077,2.9315302915994463,4.969195262076452,4.014698180097973,4.641659615840468,5.21509169010902
96,6.0155798006943995,6.280470955831879,8.730620885022066,7.995227196986581,6.86311326246285,7.653281801113955,7.617700988872925,6.775617833258579
97,3.515375915220015,3.361525435667323,0.9261488531843907,4.505298631586807,3.7854154230101944,4.4138540833820015,2.457729410452612,4.9945102514798805
98,0.0,3.4653771292565256,1.7300733456033375,1.9992848798722906,4.103046014178773,1.6277150427958107,2.005021025722404,4.271720581955184
99,3.669447754999116,5.57182731697471,6.0105502523794545,6.63103501947556,5.701164155244555,6.309592767212337,6.75074464813283,6.2005195732687
100,4.403210803213804,4.872674729050985,5.858182015161749,5.538922624795884,5.39635224193423,3.1352210740377084,2.5016992924667147,2.362843625433497
101,7.754731382461672,7.54267261546516,6.48289512809041,6.235671280347335,9.2478996375815,5.362205899531556,7.647003106578131,4.578121921517774
102,2.244633621626889,1.859801333621398,2.303823350693685,0.8512087897542587,2.97911163766567,2.2513502647987464,4.31739739476595,3.060233200182259
103,5.0838338127333005,5.745996488911727,6.540091008923331,8.051203927559325,6.405487556382091,7.185700371239276,6.516220313526237,5.684177611517313
104,7.133863313585352,7.678480387411746,7.826388637682623,9.83039809832835,7.9191397405960595,8.533365519515836,10.0,9.243830514330938
105,5.411946726984436,5.143323857027024,6.7000630703276265,4.8241382144297305,5.816128040139312,5.600076733531436,3.167744843578223,4.415060085777048
106,4.608420400160467,6.150649233206589,4.88335109326811,6.026072836224248,4.83322277925639,2.989600066463713,4.125726178268771,5.642228338402175
107,5.587113543001884,3.803156511601817,6.952533213902664,7.182487926855322,5.711471034021032,5.1765004240527945,6.263594786074453,6.29858118536805
108,1.6501211702882084,1.8983202125262197,2.513591642549129,1.529420721962536,3.3303754745999954,0.4851261247532038,2.133529950320811,1.0592902001819033
109,5.385133207382323,5.830180779735221,7.321165090326166,6.584460278884814,4.812123819388093,4.911984420698088,5.32963364916969,4.9160547153047744
110,5.1942245619221605,3.6856802006637217,3.3494897918469473,4.586170012271197,3.695872918939553,0.7748066921513598,2.41824707271519,0.9976511985205547
111,3.917189082832373,4.933338062896539,4.749147439359578,3.2255177219343745,5.484063711653638,4.978108034854756,4.6628546505228154,4.6610703669175875
112,6.544880985048947,7.270178443399883,7.74203980347647,6.591895082799644,6.357170445998944,7.934264272455033,6.559491212904714,5.308405302993766
113,3.2762412180448477,3.9244098761128363,2.8442380164685903,3.278335891848318,4.412108101247743,2.9920140011293,3.5739705509879593,3.601278491078806
114,4.83908680771875,6.355421472389757,6.338235934071018,5.791163767146782,4.8259472142526,6.4155175596911125,5.610968408954249,6.351136964065246
115,7.418898887889341,7.586182333189429,8.922961778925275,6.578673686493587,8.673719877025993,7.188137835254307,5.356899988897976,8.650391141856108
116,4.718470818819148,3.9845239030299684,7.336589588242282,5.919851671472421,6.499533975913787,5.4379669931037675,5.632639274770929,5.864405838707743
117,3.0421344605690424,3.907314755125137,2.3429829119556014,1.9900986005697108,3.7152559096622912,5.167702059953189,4.506664145424513,4.243412162850063
118,4.394988941499948,4.618371321460967,5.535344567935596,3.9155272131093755,5.187704408395051,3.5312461457118345,6.146627331439261,4.830733131821223
119,9.253720881611505,7.494159906576073,8.900142559852316,8.691166108450593,9.594440610533361,8.57710608666437,6.463380435938503,8.350288546704782
120,1.711234392586246,0.0,3.176151794473067,1.964344203195654,2.8756546810125707,1.067503649355222,2.089920443596001,1.8022636806453185
121,2.848850742403281,3.4988561998657524,5.198223784818758,5.624379876634115,5.721430196093062,4.174929602751199,5.096536460549622,4.279820301474653
122,2.262564458335206,5.987390796631979,4.4203696909824695,4.6672662605984465,6.425034867892445,4.3013085172202485,3.463683563789966,5.4053243915427345
123,6.384443383146833,4.714415906441845,7.109481027405381,6.16777367125578,5.655942713920778,4.966193223160119,3.977016187733668,5.631404442062729
124,5.224772681193999,5.241154469274612,6.947880875314966,5.135638330044326,5.850749229133441,5.420776633829195,4.628661079011236,6.543352658072999
125,5.884799506348744,7.061181690255223,9.389578899381497,7.37397771242753,7.304899138570571,8.083869569955214,7.000367467605032,6.910003198056812
126,3.453823058081263,4.101885020921847,6.120258777584155,6.685070991392018,6.7380097187468655,5.984951940040332,4.753302051895342,4.326118372437943
127,7.384259945182129,6.465673613722433,6.488345062771851,6.8980727222029445,7.028763101046395,7.622958412640093,5.993656310677907,8.356303496172798
128,3.920008842391291,7.322979520742708,6.156328170295106,6.766195034103561,6.044403538386104,6.212989681708029,4.986314417648844,5.766938431807928
129,4.484098357955009,5.315925185579814,8.29152965890384,6.212046425295389,7.364999435829544,5.0810218330975,4.253300496792472,7.109822748127326
130,2.9654517571561363,4.524225216919775,4.842563243645394,4.665034117534026,5.930017322664096,4.311697207839721,4.268336646075948,3.7078111266809666
131,1.6000500929499075,2.6847003626202848,3.1699871166695033,3.2422663603341384,3.9676391362636587,4.585283846454007,4.32658751997003,4.361739128346446
132,1.5014059714801233,5.036618461572811,2.5492309004890257,7.176833350297615,3.3674308054213453,4.526945403725477,1.9983350261126698,3.6990015653888486
133,1.7107348613072597,4.2812894084565585,5.349461589281502,3.4610401937045188,3.299686661077655,4.171756024721482,4.055737951255455,3.5318528584883975
134,4.672644701797398,4.633538131299618,6.213714543116302,5.624653395722051,4.607706383669904,5.240695495668852,3.31835940821247,6.207089521639336
135,5.5241130854852045,7.12281187140804,5.921764074411953,3.7731290102059516,6.6291284380583795,6.205120448824365,5.367941360677323,4.699536266182619
136,4.433144151215438,6.773764853339773,6.750111185408651,6.8629138666890945,5.437832418993373,6.560194676476008,6.146208522584091,6.136501155529731
137,1.9093919627695655,4.552359855298818,4.833362408316893,3.634627287271719,6.741735401207626,4.917258418474249,2.7031374472727814,5.026054120506899
138,9.034588397372607,6.235247295772309,6.676966222960888,8.047412515627222,8.393203151136928,6.253016405067338,7.153697805424441,8.082128717333104
139,5.725204175879869,9.032642338087172,8.55544774107464,7.069801256914112,6.151839921820241,8.543940121182489,8.868557021236988,8.676113207747925
140,4.351773720716973,4.970623674658463,6.359760532997479,4.402387902229391,6.611304303929586,5.29110323358487,3.442333835612005,4.473783102068982
141,2.084296506268603,5.104838044974955,6.888456721283786,3.4713726069393926,4.797364630624123,2.6089024391570974,2.5348318219895867,3.6827433940224656
142,5.589581535230051,4.856924712983022,5.780179563988092,5.303895460288533,6.635104032492346,4.437845428725006,5.660115094875829,5.626277407617216
143,7.807292750700634,6.6267869394788175,7.787382359174599,7.167976372084923,8.210037113766251,6.458855575261708,9.033662916544788,7.85594822942365
144,4.235000758130736,5.766353994247833,7.73179713808007,5.517846912153779,6.5441145831813605,4.894370286749477,5.112131158849666,6.145836907450688
145,3.463498085489638,7.026194447925169,6.594666895950954,5.872024610458487,7.066606638659957,4.437228136150441,6.574063703305252,5.695244214196878
146,5.0468927421106216,5.017141156670068,5.487166256903983,6.1982840944090345,5.726260040495507,5.080968015719382,5.927607965892313,3.7697320858017043
147,7.457950721816312,4.662173665148691,5.60643905077044,6.839179305406002,5.428339077594838,4.990746595379592,5.928372393630159,6.425634338218719
148,7.679519573315177,7.642421915312436,6.538736877704016,8.639827481276866,8.309457007568785,7.744941902040186,7.083520828056763,6.6330956599206905
149,4.414384939398508,6.370307167815486,6.1046844055216765,3.9500411260078403,6.408986568838259,4.093128764397803,3.476072716403344,3.9033484582520606
150,5.77739238789814,5.453406592196949,4.443400882561853,6.728386356907272,5.812677340236476,5.642706318545727,3.515182786344389,4.645357809883738
